path,category,reason
docs/crawl/plans/cafef_c1_solo_v2/cafef_c1_solo_failure_policy.json,CRAWL_PLAN_HISTORY,superseded execution plan; retained in Git history
docs/crawl/plans/cafef_c1_solo_v2/cafef_c1_solo_request_estimates.csv,CRAWL_PLAN_HISTORY,superseded execution plan; retained in Git history
docs/crawl/plans/cafef_c1_solo_v2/cafef_c1_solo_resume_contract.json,CRAWL_PLAN_HISTORY,superseded execution plan; retained in Git history
docs/crawl/plans/cafef_c1_solo_v2/cafef_c1_solo_selected_pilot.csv,CRAWL_PLAN_HISTORY,superseded execution plan; retained in Git history
docs/crawl/plans/cafef_c1_solo_v2/manifest.json,CRAWL_PLAN_HISTORY,superseded execution plan; retained in Git history
docs/crawl/sources/CAFEF_DISCOVERY_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/FIINGROUP_TARGETED_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/FIINGROUP_TARGETED_VERIFICATION.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/P0_FINANCIAL_PIT_RESOLUTION.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/P0_FINANCIAL_PIT_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/P0_MARKET_GATE_RESOLUTION.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/P0_MARKET_GATE_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/P0_RIGHTS_AND_SOURCE_DECISION.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/P0_RIGHTS_AND_SOURCE_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/SOURCE_COMPARISON.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/SOURCE_NOTE_TEMPLATE.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/SOURCE_SELECTION_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/VIETFIN.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/VIETFIN_DISCOVERY_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/VNSTOCK.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/crawl/sources/VNSTOCK_DISCOVERY_RESULT.md,SOURCE_DISCOVERY_HISTORY,superseded source comparison/discovery note
docs/research/LITERATURE_MATRIX_COMPLETE.md,DOCUMENTATION_CONSOLIDATION,duplicate or superseded active documentation
evidence/a6/candidate_scope.json,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
evidence/a6/documents/hose_listing_bcm.txt,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
evidence/a6/documents/hose_listing_ctr.txt,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
evidence/a6/documents/hose_listing_lpb.txt,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
evidence/a6/documents/hose_listing_shb.txt,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
evidence/a6/documents/hose_listing_vcg.txt,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
evidence/a6/review_manifest.json,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
evidence/a6/transitions.json,LEGACY_RECOVERY_EVIDENCE,completed recovery evidence retained in Git history
notebooks/eda/M1_SCALE_EDA.ipynb,EDA_NOTEBOOK,superseded generated EDA notebook
notebooks/eda/README.md,EDA_NOTEBOOK,superseded generated EDA notebook
requirements-vnstock.lock.txt,LEGACY_DEPENDENCY_LOCK,dependency lock for retired legacy collector
scripts/audit_cafef_tradehistory_local_reuse.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/build_cafef_canonical_market_pilot.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/check_missing_by_exchange.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/compact_cafef_raw.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/compare_snapshots_over_time.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/crawl_vnstock.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/evaluate_cafef_tradehistory_500.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/finalize_representative_pilot.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/generate_a6_evidence.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/get_transition_features.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/map_m1_scale_canonical.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/map_representative_pilot_canonical.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/monitor.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/plan_cafef_c1_history_v3.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/plan_cafef_c1_solo.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/plan_cafef_c1_workers.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/plan_cafef_expansion.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/plan_crawl.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/preflight_representative_pilot.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/prepare_m1_scale_assignments.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/prepare_m1_scale_universe.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/promote_m1_scale_canonical.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/promote_representative_pilot_canonical.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/promote_vnstock.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/recover_vendor_snapshot.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/report_m1_scale_quality.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_a5_r4_market_source_discovery.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_cafef_c1_solo.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_cafef_c2_c3_offline.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_cafef_c5_targeted_recovery.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_cafef_contract_validation.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_cafef_deep_discovery.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_canonical_enriched_v2.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_expanded_eda.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_feature_rebuild.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_identity_recovery.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_identity_transition_recovery.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_local_salvage.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_m1_scale_shard.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_primary_recovery_pilot.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_representative_pilot.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_secondary_recovery_pilot.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_session_audit.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/run_source_smoke.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
scripts/verify_m1_scale_handoff.py,OBSOLETE_RUNNER,completed stage runner or one-off diagnostic
src/delta_t1/evaluation/expanded_eda.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/features/rebuild.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/additional_market_source_discovery.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/cafef_canonical_market.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/cafef_contract_validation.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/cafef_deep_discovery.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/cafef_primary_offline.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/canonical_enriched_v2.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/identity_recovery.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/local_salvage.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/m1_scale.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/m1_scale_quality.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/planning.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/primary_recovery.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/representative_pilot.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/representative_pilot_canonical.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/representative_pilot_finalize.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/secondary_recovery.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/session_audit.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
src/delta_t1/ingestion/transition_recovery.py,SUPERSEDED_IMPLEMENTATION,implementation no longer used by active paths
tests/unit/features/test_feature_rebuild.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_additional_market_source_discovery.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_c1_planner.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_c1_solo.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_canonical_market.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_contract_validation.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_deep_discovery.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_history_policy_v3.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_primary_offline.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_tradehistory_500_evaluation.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_cafef_tradehistory_local_reuse.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_canonical_enriched_v2.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_identity_recovery.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_m1_scale.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_m1_scale_quality.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_planning.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_primary_recovery.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_representative_pilot.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_representative_pilot_canonical.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_representative_pilot_finalize.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_research_demo_sources.py,TEST_RENAME,renamed to test_cafef_source.py and reduced to active CafeF coverage
tests/unit/ingestion/test_secondary_recovery.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_session_audit.py,OBSOLETE_TEST,test dedicated to retired implementation
tests/unit/ingestion/test_transition_recovery.py,OBSOLETE_TEST,test dedicated to retired implementation
